0,RussiaGate,"REPORT: FBI Obtained FISA Warrant For Trump Aide, Believed He Was 'Agent Of The Russian Government'","FBI,Trump Aide,The Russian Government","FBI, FISA, Trump, Russian Government",JanKimbrough,"fbi,trump aide,the russian government","['trump aide', 'fbi', 'russian government']","fbi,trump"
64,nan,@FoxNews @dkrwilliams @oreillyfactor FBI  / Hillary's Andrew McCabe was secretly working with Lynch/Obama/Rice to spy on Donald Trump team VIA any means necessary! Carter Page,"FBI,Hillary,Andrew McCabe,Donald Trump,Carter Page","FBI,Hillary,Andrew McCabe,Lynch, Obama, Rice, Donald Trump; Carter Page",glennyork,"fbi,hillary,andrew mccabe,donald trump,carter page","['andrew mccabe', 'carter page', 'fbi']","fbi,andrew mccabe,donald trump"
65,nan,Here we go again...,,nan,WhyAsk65,nan,[],nan
66,nan,FISA court granted FBI authority to monitor Trump adviser Carter Page during campaign:  via @slate,"Trump,Carter Page","FISA,FBI,Trump,Carter Page",slatest,"trump,carter page","['fisa court', 'fbi', 'carter page', 'adviser']","fbi,trump,carter page"
67,nan,So proof that Trump's team was colluding with the Russians,Trump,"Trump,Russians",Karadur_Zero,trump,[],nan
68,nan,Well...,,nan,DalanOverstreet,nan,[],nan
69,"inners, msnbc, cnn",Who Is Carter Page? A Liar. 8 Things You Need to Know About the Former Trump Adviser.,Carter Page,Carter Page;;Trump,BlackJesuscom,carter page,"['carter page', 'adviser']","carter,trump adviser."
70,nan,He's busy trying to destroy the lives of minorities across the country.,,nan,jmichaelkell,nan,[],nan
71,nan,Sure hope he does and soon.,,nan,sdbees1953,nan,[],nan
72,nan,Page again. Poor guy…,,Page;,DonnaJo1002,nan,[],nan
73,nan,"imagine trying to spin this as good for Trump

this might be the worst thing thats come out so far",,Trump;,Philatticus,trump,[],trump
74,nan,FBI obtained a FISA warrant on Carter Page (former Trump advisor) on basis of probable cause he was operating as a foreign Russia agent.,"FBI,Carter Page,Russia","FBI,FISA,Carter Page,Trump,Russia",dnmilikan,"fbi,carter page,russia","['advisor', 'fbi', 'russia']","fbi,fisa,russia"
75,inners,@politicques They tried to say they'd never even heard the name Carter Page! I saw 45* call him by name as a way to impress.,Carter Page,Carter Page;,NoctilucentClou,carter page,"['carter page', 'him']",carter
76,"swamp, DTS",Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser - Fox News The  is deep.,"Carter Page,Fox News The","Carter Page,FBI,FISA,Fox News",trmcolorado,"carter page,fox news the","['carter page', 'adviser', 'fbi']","carter,fbi,fisa"
77,nan,Happy Passover...,,Passover,Analogbear,nan,['passover'],nan
78,nan,Why did James Comey cover this up while writing the letter about Hillary's emails? Investigate the FBI Director for election tampering too.,"James,Hillary","Comey,James Comey,Hillary; FBI",drhug,"james,hillary","['director for election tampering too', 'fbi', 'james comey']","james comey,fbi"
79,nan,"@JoeNBC Spicy has been an idiot from day1. Carter Page on the other hand is going to snitch.Hey Joe, I'm looking forward to your spin in the morning","Carter Page,Joe",Spicy;Carter Page;Joe,mikeinbama,"carter page,joe",['carter page'],nan
80,nan,Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump?áadviser,Carter Page,"Carter Page,FBI,FISA,",Siddharthjrs,carter page,"['carter page', 'fbi']","carter,fbi,fisa"
81,nan,"It's like Office Space: Each day is worse than the last, so you're always seeing the Trump administration at its lowest point!",Office Space,Trump,adammc123,office space,['trump administration'],trump
82,FBI,Carter Page lived in Russia for awhile.  Very close to them. Trump said early on he was going to use Page as foreign policy expert.,"Carter Page,Russia,Trump","Carter Page,Russia;;Trump,Page",shortreddog,"carter page,russia,trump","['carter page', 'russia']","carter page,russia,trump"
83,Day82,"Just when the Trump admin gets its very shaky footing. 
Carter Page was being played by Russians. 
Nunes lied about Susan Rice
","Trump,Carter Page,Russians,Susan Rice","Trump; Carter Page,Russians; Nunes,Susan Rice",Gratkin,"trump,carter page,russians,susan rice","['carter page', 'susan rice']","trump,nunes,susan rice"
84,nan,"exactly
otoh what info could have been gleaned from this campaign nobody",,;,alcamus,nan,[],nan
85,"Inners, p2, TrumpRussia, tcot",Whoa. @washingtonpost : FBI Granted FISA Warrant to Monitor Fmr. Trump Advisor Carter Page.,"Monitor Fmr,Carter Page",";;FBI, FISA,Trump,Carter Page",craftyme25,"monitor fmr,carter page","['carter page', 'trump advisor', 'fbi']","fbi,trump,carter page."
86,nan,My pick?ƒñæ,,nan,pammykaye,nan,[],nan
87,nan,Carter Page about to be thrown under a bus so hard he'll wish he was flying United.,Carter Page,"Carter Page,United",JeffreySconce,carter page,['carter page'],carter page
88,nan,"I would NEVER contradict, but, Sam Clovis?? @yottapoint",Sam Clovis,Sam Clovis;,ChristinLuvsSno,sam clovis,['sam clovis'],nan
89,nan,Oh boy.,,nan,wandsci,nan,[],nan
90,nan,"Carter Page

FBI convinced FISA judge to provide warrant. Based on what? We don't know.

",Carter PageFBI,"Carter Page; FBI,FISA;;",unscriptedmike,carter page,"['fbi', 'fisa judge']",fbi
91,TeamTrumpRussia,is gonna get busted. Oh dear....whatever will we do when the trash is taken out of the Whitehouse to the dump? Call HRC!!!,,;;Whitehouse;HRC,Mrsresistor,nan,[],whitehouse
92,nan,We now return to our regularly scheduled programming.,,nan,RyGil01,nan,[],nan
93,"TrumpRussiaCoverUp, 25TrumpNow","What kinda crazy sh*t will Sean Spicer say to divert attention from this bombshell?  
",Sean Spicer,sean spicer,25trumpnow,sean spicer,['sean spicer'],sean spicer
94,nan,When are we gonna get the big news of russian collusion after a year of duplicitous wiretaps of Trump's entire team?,Trump,"Trump,russian",Dont_be_a_dweeb,trump,[],nan
95,nan,@selectedwisdom @washingtonpost it seems Trump's wiretapping accusation is an aggrandized truth-stretched variant of what happened to Page,Trump,"Trump,Page",JennyGermaine,trump,[],nan
96,nan,****FBI reportedly probed ex-Trump aide Carter Page during campaign****  via @nypost,Carter Page,"FBI,Carter Page",jerZboyUSA,carter page,"['carter page', 'fbi', 'aide']",carter
97,nan,FBI got FISA warrant 2 monitor Trump adviser Carter Page. Why those connected 2 @POTUS also connected 2 Russia?,"Trump,Carter Page,Russia","FBI,FISA,Trump,Carter Page;Russia",TVDExcel6,"trump,carter page,russia","['carter page', 'monitor trump adviser', 'fbi', 'russia']","fbi,fisa,trump,carter"
98,nan,wow they had a warrant this is just like watergate,,watergate,UrbanAchievr,nan,[],nan
99,nan,These Trump people have no shame.,,Trump,rachelbailin,nan,[],trump
100,"Davenport, Iowa",FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post,"FBI,Trump,Carter Page,Washington Post","FBI,FISA,Trump,Carter Page,Washington Post",DavenportIowaa,"fbi,trump,carter page,washington post","['washington post', 'washington post', 'fbi', 'carter page', 'adviser']","fbi,fisa,trump,carter page - washington post"
101,nan,Washington Post FBI obtained FISA warrant to monitor former Trump adviser Carter Page Washington Post The FBI?Çª,"Washington Post,Trump,Carter Page Washington Post The FBI?Çª","Washington Post,FBI,FISA,Trump,Carter Page,Washington Post",NewsToppers,"washington post,trump,carter page washington post the fbi?çª","['washington post', 'fbi', 'fbi', 'carter page', 'adviser']","washington post fbi,fisa,trump,carter page washington post"
102,nan,"@ZZMAMA1 So, Carter Page and Spicer are having bad days...slmfao.","Carter Page,Spicer","Carter Page,Spicer;",yynn6001,"carter page,spicer",['carter page'],spicer
103,nan,I mean...,,nan,televisionwhore,nan,[],nan
104,nan,@billbong9059 @realDonaldTrump FBI and the Justice Department obtained the warrant targeting Carter Page communications. How'd they get that?Probable cause.,"Justice Department,Carter Page","FBI,Justice Department,Carter Page;;",christy_harlan,"justice department,carter page","['justice department', 'fbi']","fbi,justice department"
105,nan,Im going to lose my mind cnn shows the spicer interview with wolf one more time. Where the hell is carter page story?,carter page story,"cnn,spicer;Carter Page",anuj_pant6,carter page story,['carter page'],nan
106,nan,I think we discovered today that @seanspicer is a closet Nazi.,Nazi,Nazi,kimijtoo,nazi,[],nan
107,nan,"Small starter list of today's new swept under the magic carpet:

1. AG Sessions
2. Carter Page
3. Devin Nunes

Ketchup!","AG Sessions2,Carter Page3,Devin NunesKetchup",;;;AG Sessions;;Carter Page;;Devin Nunes;;Ketchup,Hartpolitics,"ag sessions 2,carter page 3,devin nunes ketchup","['carter page', 'devin nunes']","ag sessions,carter,devin nunes ketchup!"
108,nan,A FISA warrant was granted for Carter Page huh??? 45* not looking good at all.,Carter Page,"FISA,Carter Page;",MarvB_,carter page,['carter page'],nan
109,TrumpRussia,New details have emerged in  probes,,nan,Amour_Beignets,nan,[],nan
110,nan,Everything you said is true,,nan,mary_sturino,nan,[],nan
111,"Trumprussia, RussiaGate","Lock them all up! FLYNN, PAGE, TRUMP is responsible and should be impeached    GRRRR","FLYNN,PAGE,TRUMP",;FLYNN;PAGE;TRUMP,BillCar62820023,"flynn,page,trump",[],nan
112,nan,nothing to see here move along pay no attention to the man behind the curtain,,nan,LauraJSilverman,nan,[],nan
113,nan,"Weakness spreads like fear whenever any such piece fails
That fear begets true confessions.
Hallelujah Gen. Flynn - Mr. Asshole Yellow Belly","Flynn,Asshole Yellow Belly",";;Flynn, Gen. Flynn",JerryLingle,"flynn,asshole yellow belly","['mr. asshole yellow', 'gen. flynn', 'gen.']","flynn,asshole yellow belly"
114,nan,Spicer owes Carter Page...,"Spicer,Carter Page","Spicer,Carter Page",RockShrimp,"spicer,carter page",['carter page'],"spicer,carter page..."
115,nan,It's just so fitting that Carter Page sounds like the name of a very lame James Bond ripoff character.,"Carter Page,James Bond","Carter Page,James Bond",nmehranfar91,"carter page,james bond",['carter page'],"carter page,james bond"
116,nan,Maybe Obama is seeking asylum in Germany,"Obama,Germany","Obama,Germany",cwa92464,"obama,germany",['germany'],"obama,germany"
117,nan,"Wait, didn't @maddow crack this can of Carter Page open like, 3 weeks ago? Or someone else..?",Carter Page,Carter Page;,realdasein,carter page,['carter page'],nan
118,"TrumpRussia, RussiaGate",Let's stay focused on,,nan,BCaliNYC,nan,[],nan
119,nan,"Comey was doing all this during the time he dropped that Hillary letter on us, btw.",Hillary,"Comey,Hillary",GottaLaff,hillary,[],"comey,hillary"
120,nan,Why did the FBI suppress the Carter Page story? This is less important than a stupid email server???,Carter Page,"FBI,Carter Page;",RoguePOTUStaff,carter page,"['stupid email server', 'fbi']",fbi
121,nan,Dude acts like he's on meth. Sucky liar *and* a tweaker.,,;,palesnightngale,nan,[],nan
122,nan,Carter Page,Carter Page,Carter Page,mrKeithBrennan,carter page,['carter page'],carter page
123,nan,"Many ""holy sh*t""s:
- probable cause that Russian agent was on Trump campaign
- Comey sat on this, made hay over HRC
- Page sez he's like MLK","Russian,Trump campaign- Comey,HRC- Page",";Russian,Trump;Comey,HRC;Page,MLK",hslatkin,"russian,trump",[],"trump,comey,hrc"
124,inners,Trump has access to Intel. He knew of FISA Warrant/Carter Page &amp; still said no when asked if his campaign was n contact w/ Russia,"Trump,FISA Warrant/Carter Page,Russia","Trump;FISA,Carter Page,Russia",battletested5,"trump,fisa warrant/carter page,russia","['carter page', 'russia', 'intel']","trump,russia"
125,nan,@AnnCoulter Wow let's talk about FISA that FBI took out on Carter Page 2016.,"FBI,Carter Page","FISA,FBI,Carter Page",llewis88,"fbi,carter page",['fbi'],fbi
126,nan,FBI was monitoring Carter Page WTF did Comey come up with those Bogus emails about Clinton @SMShow @OccupyDemocrats @JohnFugelsang @funder,"FBI,Carter Page,Clinton","FBI,Carter Page,Comey,Clinton",montetjwitter11,"fbi,carter page,clinton","['clinton', 'carter page', 'fbi']","fbi,carter page wtf,comey,clinton"
127,nan,****FBI obtained FISA warrant to monitor former Trump adviser Carter Page****,"Trump,Carter Page****","FBI,FISA,Trump,Carter Page",jerZboyUSA,"trump,carter page****","['fbi', 'carter page', 'adviser']","fisa,trump,carter page****"
128,nan,@shaltsch Sam Clovis.,Sam Clovis,Sam Clovis,ChristinLuvsSno,sam clovis,['sam clovis'],sam clovis.
129,nan,"Comey didn't announce this but on October 28, he went out of his way to announce the non-story of Clinton's emails",Clinton,"Comey,Clinton",kevinmartin823,clinton,['clinton'],nan
130,TrumpRussia,"...because he was a Russian agent.  On Trump's campaign team.
","Russian,Trump",;Russian;Trump,GretchenVork,"russian,trump",[],nan
131,nan,We just found out about FISA Warrant n Carter Page and this is the best @realDonaldTrump can come up with to distract?,Carter Page,"FISA,Carter Page",michaelclark50,carter page,[],carter page
132,nan,Jail time,,nan,NazDreaming,nan,[],nan
133,nan,"Let us not be distracted by ignorance, @PressSec",,nan,cthebones1,nan,[],nan
134,nan,FBI had probable cause that Trump adviser Carter Page was acting as a foreign agent for Russia &amp; got a FISA warrant,"Trump,Carter Page,Russia","FBI,Trump,Carter Page,Russia,FISA",LauraJSilverman,"trump,carter page,russia","['carter page', 'trump adviser', 'fbi']","fbi,trump,carter page,russia"
135,"racetowitsec, kremlinklan, putinspuppet",Whichever one doesnt want to be thrown from a building or poisoned,,nan,coachcommnsense,nan,[],nan
136,nan,A warrant was issued to FBI last summer to monitor Carter Page who was acting as an agent of Russia,"FBI,Carter Page,Russia","FBI,Carter Page,Russia;",Anti_DJTrump,"fbi,carter page,russia","['carter page', 'fbi', 'russia']","fbi,carter page,russia"
137,nan,@JoeNBC PUTIN Puppet Show Is Now. ...Punch &amp; Judy Without the Humor. ...Was Carter Page in Janesville WI in September? Simple Question Yes or No,"PUTIN Puppet Show,Judy,Carter Page,Janesville WI","PUTIN;;Judy;Carter Page,Janesville;",Bulldawg2482,"putin puppet show,judy,carter page,janesville wi","['judy without', 'carter page']",janesville wi
138,nan,@leyles7 Me too.  Have heard about Carter Page?  FBI requested a FISA warrant last year to follow his activities in Russia,"Carter Page,FBI,Russia",";Carter Page;FBI,FISA,Russia",delvish,"carter page,fbi,russia","['fbi', 'russia', 'carter page']","carter,fbi,fisa,russia"
139,nan,Yawn,,nan,CharlieFGordon1,nan,[],yawn
140,nan,"@washingtonpost Dear Carter Page, if a judge granted the FISA, THERE WAS EVIDENCE such as you meeting with two known Russian spies. Traitorous!",Carter Page,"Carter Page,FISA,Russian;",Conscience4,carter page,"['carter page', 'a judge']",nan
141,nan,"Mutiny from stern to bow
Ah, but I was so much older then, I'm younger than that now",,;,toyns,nan,[],nan
142,nan,"""probable cause to believe Page was acting as an agent of a foreign power""",Page,Page,KPCCofframp,page,[],page
143,nan,"Maxine Waters is DA WOMAN. THANK YOU for not EVER letting go of the REAL scandal: TREASON, collusion with Russia.","Maxine Waters,Russia",Maxine Waters;Russia,aliasvaughn,"maxine waters,russia","['maxine waters', 'russia']",maxine waters
144,nan,WashPost: FBI granted FISA warrant 2monitor Trump policy adviser Carter Page.FISA court found probable cause DT aide acting as foreign agent,"FBI,Carter Page,DT","FBI,FISA,Trump,Carter Page;FISA",Edwards20170125,"fbi,carter page,dt","['fisa warrant 2monitor trump policy adviser', 'probable cause dt aide', 'carter page', 'fbi']","fbi,fisa,trump,carter"
145,nan,"@normative Which says a LOT about Carter Page,",Carter Page,Carter Page,JustCallMeEd,carter page,['carter page'],"lot,carter"
146,"inners, maddow, lastword, TrumpRussia, Russiagate","
FBI Counterintelligence Obtained  FISA Warrant For Carter Page",Carter Page,"FBI,FISA,Carter Page",deck449,carter page,"['carter page', 'fbi']","fbi counterintelligence obtained fisa,carter page"
147,nan,@proust1974 He was so close to Trump that Flynn said he never even met Carter Page iirc.,"Trump,Flynn,Carter Page","Trump,Flynn,Carter Page",PositiveInt,"trump,flynn,carter page",['carter page'],"trump,flynn,carter page iirc."
148,TrumpRussia,"Carter Page had other contacts with Russian operatives that have not been publicly disclosed.
 

","Carter Page,Russian","Carter Page,Russian;",JebBoosh,"carter page,russian",['carter page'],carter page
149,nan,GOP and DEM,DEM,"GOP,DEM",tiwhitter,dem,"['dem', 'gop']",gop
150,nan,@Reuters Besides Carter Page acting as a foreign agent there has to be alot more in the WH.,Carter Page,"Carter Page,WH",gs619usmc,carter page,['carter page'],carter page
151,nan,"Comey is a POS. Major press event with Weiner email, but he KNEW about FISA warrant. Did it anyway, knowing the result would help tRump.",FISA,"Comey;Weiner,FISA;tRump",truth_trumpet,fisa,[],"comey,weiner"
152,nan,What a tangled web they weave... I'm so grateful for our Intel community and FBI who will untangle all of it and lock them up!,FBI,;FBI,notherringfarts,fbi,"['fbi', 'tangled web', 'intel']","intel,fbi"
