"createdAt","id","text","displayTextRangeStart","displayTextRangeEnd","source","isTruncated","inReplyToStatusId","inReplyToUserId","isFavorited","isRetweeted","favoriteCount","place__name","place__countryCode","place__id","place__country","place__placeType","place__url","place__fullName","place__boundingBoxType","place__boundingBoxCoordinates__latitude","place__boundingBoxCoordinates__longitude","inReplyToScreenName","retweetCount","isPossiblySensitive","lang","userMentionEntities__name","userMentionEntities__screenName","userMentionEntities__id","userMentionEntities__start","userMentionEntities__end","urlEntities__url","urlEntities__expandedURL","urlEntities__displayURL","urlEntities__start","urlEntities__end","hashtagEntities__text","hashtagEntities__start","hashtagEntities__end","mediaEntities__id","mediaEntities__url","mediaEntities__mediaURL","mediaEntities__mediaURLHttps","mediaEntities__expandedURL","mediaEntities__displayURL","mediaEntities__sizes__|","mediaEntities__sizes__|__width","mediaEntities__sizes__|__height","mediaEntities__sizes__|__resize","mediaEntities__type","mediaEntities__videoAspectRatioWidth","mediaEntities__videoAspectRatioHeight","mediaEntities__videoDurationMillis","mediaEntities__videoVariants__bitrate","mediaEntities__videoVariants__contentType","mediaEntities__videoVariants__url","mediaEntities__start","mediaEntities__end","currentUserRetweetId","user__id","user__name","user__screenName","user__location","user__description","user__descriptionURLEntities__url","user__descriptionURLEntities__expandedURL","user__descriptionURLEntities__displayURL","user__descriptionURLEntities__start","user__descriptionURLEntities__end","user__urlEntity__url","user__urlEntity__expandedURL","user__urlEntity__displayURL","user__urlEntity__start","user__urlEntity__end","user__isContributorsEnabled","user__profileImageUrl","user__profileImageUrlHttps","user__isDefaultProfileImage","user__url","user__isProtected","user__followersCount","user__profileBackgroundColor","user__profileTextColor","user__profileLinkColor","user__profileSidebarFillColor","user__profileSidebarBorderColor","user__profileUseBackgroundImage","user__isDefaultProfile","user__showAllInlineMedia","user__friendsCount","user__createdAt","user__favouritesCount","user__utcOffset","user__profileBackgroundImageUrl","user__profileBackgroundImageUrlHttps","user__profileBannerImageUrl","user__profileBackgroundTiled","user__lang","user__statusesCount","user__isGeoEnabled","user__isVerified","user__translator","user__listedCount","user__isFollowRequestSent","quotedStatusId"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/3sFgMzoCCS","https://www.foxnews.com/us/suspect-arrested-in-florida-in-connection-with-suspicious-packages-sent-to-democrats","foxnews.com/us/suspect-arr…","24","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oct 26, 2018 6:34:16 PM","1055950768388407297","Suspect arrested in Florida in connection with suspicious packages sent to Democrats\n\nhttps://t.co/GDI1lCq6YK","-1","-1","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/GDI1lCq6YK","https://www.foxnews.com/us/suspect-arrested-in-florida-in-connection-with-suspicious-packages-sent-to-democrats","foxnews.com/us/suspect-arr…","86","109","","","","","","","","","","","","","","","","","","","","","","","-1","75671794","Kathryn Golub","nananw","Las Vegas, NV","Conservative, NRA life member & instructor. Love God,country,family. Support Constitution, military and police, border control, legal immigration military.","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/738211577434775552/8c89gVEE_normal.jpg","https://pbs.twimg.com/profile_images/738211577434775552/8c89gVEE_normal.jpg","False","","False","3182","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","4665","Sep 19, 2009 7:47:47 PM","28246","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/75671794/1447288835","False","en","81995","True","False","False","73","False","-1"
"Oct 26, 2018 6:24:30 PM","1055948310249463808",".@POTUS is calling for unity following the arrest of a man in connection with suspicious packages sent to Democrats… https://t.co/EKeUnC78sh","-1","-1","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","True","-1","-1","False","False","324","","","","","","","","","","","","98","False","en","President Trump","POTUS","822215679726100480","1","7","https://t.co/EKeUnC78sh","https://twitter.com/i/web/status/1055948310249463808","twitter.com/i/web/status/1…","117","140","","","","","","","","","","","","","","","","","","","","","","","-1","1367531","Fox News","FoxNews","U.S.A.","America’s Strongest Primetime Lineup Anywhere! Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos.","","","","","","http://t.co/ZYG58XZtAC","http://www.foxnews.com","foxnews.com","0","22","False","http://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg","https://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg","False","http://t.co/ZYG58XZtAC","False","18223177","0E2331","000000","183A52","F4F4F4","FFFFFF","True","False","False","398","Mar 17, 2007 3:01:26 PM","0","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/1367531/1492649996","False","en","416340","True","True","False","64808","False","-1"
"Oct 26, 2018 6:19:10 PM","1055946968688668673","O maluco da bomba já tinha tentado um feito semelhante em 2002. \n\nhttps://t.co/hghBzRCdw8","-1","-1","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","pt","","","","","","https://t.co/hghBzRCdw8","https://www.foxnews.com/us/suspect-arrested-in-florida-in-connection-with-suspicious-packages-sent-to-democrats","foxnews.com/us/suspect-arr…","66","89","","","","","","","","","","","","","","","","","","","","","","","-1","747521024854482945","Patrick R Moraes","Paraymo1","Porto Alegre, Brasil","Comunicador Social com bacharelado em Jornalismo. Escritor, conservador, nerd, otaku e católico! \n\nGT: Paray BR","","","","","","https://t.co/4slnJCLL1r","http://outrospapos.com","outrospapos.com","0","23","False","http://pbs.twimg.com/profile_images/1030947498859421701/f2gWj_GU_normal.jpg","https://pbs.twimg.com/profile_images/1030947498859421701/f2gWj_GU_normal.jpg","False","https://t.co/4slnJCLL1r","False","829","F5F8FA","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","787","Jun 27, 2016 4:04:35 PM","7121","-1","","","https://pbs.twimg.com/profile_banners/747521024854482945/1467384303","False","pt","18767","False","False","False","2","False","-1"
"Oct 26, 2018 6:16:32 PM","1055946306823380992","Police arrested a man in Florida in connection with the suspicious packages sent to prominent Democrats. Catherine… https://t.co/F10WKsSVcV","-1","-1","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","True","-1","-1","False","False","160","","","","","","","","","","","","69","False","en","","","","","","https://t.co/F10WKsSVcV","https://twitter.com/i/web/status/1055946306823380992","twitter.com/i/web/status/1…","116","139","","","","","","","","","","","","","","","","","","","","","","","-1","1367531","Fox News","FoxNews","U.S.A.","America’s Strongest Primetime Lineup Anywhere! Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos.","","","","","","http://t.co/ZYG58XZtAC","http://www.foxnews.com","foxnews.com","0","22","False","http://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg","https://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg","False","http://t.co/ZYG58XZtAC","False","18223177","0E2331","000000","183A52","F4F4F4","FFFFFF","True","False","False","398","Mar 17, 2007 3:01:26 PM","0","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/1367531/1492649996","False","en","416340","True","True","False","64808","False","-1"
"Oct 26, 2018 6:03:26 PM","1055943007407501313","Top story: Suspect arrested in Florida in connection with suspicious packages sent to Democrats | Fox News… https://t.co/iGRVf27yCT","-1","-1","<a href=""http://www.tweetedtimes.com"" rel=""nofollow"">The Tweeted Times</a>","True","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/iGRVf27yCT","https://twitter.com/i/web/status/1055943007407501313","twitter.com/i/web/status/1…","108","131","","","","","","","","","","","","","","","","","","","","","","","-1","17744351","🇺🇸Terry McMurray🇺🇸 🏝️ 🇵🇭","TerryJMcMurray","Philippines","Constitutional freedom lover! Expat! I am not an educator and do NOT debate. I block Stupid and Liberals, but I repeat myself.  #MAGA🇺🇸🏝️🇵🇭","","","","","","http://t.co/baHt0jbihF","http://www.terrymcmurray.com","terrymcmurray.com","0","22","False","http://pbs.twimg.com/profile_images/1046314591993585665/zPwlj00a_normal.jpg","https://pbs.twimg.com/profile_images/1046314591993585665/zPwlj00a_normal.jpg","False","http://t.co/baHt0jbihF","False","18685","1C6EA8","5C91B9","7A2A5E","1C1C1C","FFFFFF","True","False","False","1624","Nov 29, 2008 6:34:18 PM","23039","-1","http://abs.twimg.com/images/themes/theme6/bg.gif","https://abs.twimg.com/images/themes/theme6/bg.gif","https://pbs.twimg.com/profile_banners/17744351/1538295841","True","en","202721","False","False","False","215","False","-1"
"Oct 26, 2018 5:39:42 PM","1055937036195106818","It only take one unhinged ppl to go off the deep end. Inciting violence must stop!!!violence gets violence! Suspect… https://t.co/MyTMN676iG","-1","-1","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","True","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/MyTMN676iG","https://twitter.com/i/web/status/1055937036195106818","twitter.com/i/web/status/1…","117","140","","","","","","","","","","","","","","","","","","","","","","","-1","16023602","winwinwin ❌ I’ve been advised to REtweet ur own!","winwithTrump45","USA","The main focus should be on CITIZENS FIRST in our own Country! Vote any & all politicians who do not put citizens & our County first OUT! SIMPLE","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/1044059019625857026/I4kLw6Uz_normal.jpg","https://pbs.twimg.com/profile_images/1044059019625857026/I4kLw6Uz_normal.jpg","False","","False","4425","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","4665","Aug 28, 2008 1:22:40 AM","51957","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/16023602/1539040511","False","en","29700","False","False","False","15","False","-1"
"Oct 26, 2018 5:19:53 PM","1055932048148455429","Suspect arrested in Florida in connection with suspicious packages sent to Democrats https://t.co/2f1cEE4wkK #FoxNews","-1","-1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/2f1cEE4wkK","https://fxn.ws/2qe87wm","fxn.ws/2qe87wm","85","108","FoxNews","109","117","","","","","","","","","","","","","","","","","","","","-1","618376306","Victorynsurance","motolese56","United States","Life and Health Insurance Adviser at UniVista Insurance. All Lines Adjuster. Believe in God/Traffic Anchor","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/378800000684026215/c0de3774b0ab3ab897229d193cbfdbd1_normal.jpeg","https://pbs.twimg.com/profile_images/378800000684026215/c0de3774b0ab3ab897229d193cbfdbd1_normal.jpeg","False","","False","2827","000000","000000","1B95E0","000000","000000","False","False","False","2590","Jun 25, 2012 3:35:11 PM","2798","-1","http://abs.twimg.com/images/themes/theme6/bg.gif","https://abs.twimg.com/images/themes/theme6/bg.gif","https://pbs.twimg.com/profile_banners/618376306/1519429107","False","en","65886","True","False","False","68","False","-1"
"Oct 26, 2018 5:18:38 PM","1055931736499068929",".@AGPamBondi: “Everybody just worked together, it appeared, in such a great way, and moved so fast.” #TheFive… https://t.co/UYlvMvTJ0Q","-1","-1","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","True","-1","-1","False","False","334","","","","","","","","","","","","94","False","en","Fla. AG Pam Bondi","AGPamBondi","20459404","1","12","https://t.co/UYlvMvTJ0Q","https://twitter.com/i/web/status/1055931736499068929","twitter.com/i/web/status/1…","111","134","TheFive","101","109","","","","","","","","","","","","","","","","","","","","-1","1367531","Fox News","FoxNews","U.S.A.","America’s Strongest Primetime Lineup Anywhere! Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos.","","","","","","http://t.co/ZYG58XZtAC","http://www.foxnews.com","foxnews.com","0","22","False","http://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg","https://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg","False","http://t.co/ZYG58XZtAC","False","18223177","0E2331","000000","183A52","F4F4F4","FFFFFF","True","False","False","398","Mar 17, 2007 3:01:26 PM","0","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/1367531/1492649996","False","en","416340","True","True","False","64808","False","-1"
"Oct 26, 2018 5:13:04 PM","1055930333571567617","Catherine Herridge reports on the evidence that led investigators to Cesar Sayoc. #TheFive https://t.co/ix8opkiDTj https://t.co/eejB5ZuOmI","-1","-1","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/ix8opkiDTj","https://fxn.ws/2CDxC1L","fxn.ws/2CDxC1L","91","114","TheFive","82","90","1055929025921798144","https://t.co/eejB5ZuOmI","http://pbs.twimg.com/media/DqdqamOX0AAY64e.jpg","https://pbs.twimg.com/media/DqdqamOX0AAY64e.jpg","https://twitter.com/FoxNews/status/1055929792711811073/video/1","pic.twitter.com/eejB5ZuOmI","0","150","150","101","video","16","9","68568","288000","video/mp4","https://video.twimg.com/amplify_video/1055929025921798144/vid/320x180/hp0YX8WQh1y6k7Mv.mp4?tag=8","115","138","-1","1055117868931694592","Chukwuemeka Ahuchaogu","ChukwuemekaAhu1","","","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/1055122790980993024/9iHc7Y4H_normal.jpg","https://pbs.twimg.com/profile_images/1055122790980993024/9iHc7Y4H_normal.jpg","False","","False","11","F5F8FA","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","153","Oct 24, 2018 11:24:37 AM","8","-1","","","https://pbs.twimg.com/profile_banners/1055117868931694592/1540408849","False","en","145","False","False","False","0","False","-1"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","640","360","100","","","","","0","application/x-mpegURL","https://video.twimg.com/amplify_video/1055929025921798144/pl/J40lpiP4xDkYGzn3.m3u8?tag=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","640","360","100","","","","","832000","video/mp4","https://video.twimg.com/amplify_video/1055929025921798144/vid/640x360/nWTooB3Ve9PGqRHY.mp4?tag=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","640","360","100","","","","","2176000","video/mp4","https://video.twimg.com/amplify_video/1055929025921798144/vid/1280x720/SNuTWKIpqzadxq4g.mp4?tag=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oct 26, 2018 5:10:55 PM","1055929792711811073","Catherine Herridge reports on the evidence that led investigators to Cesar Sayoc. #TheFive https://t.co/GOIF06znJE https://t.co/D3Mav6Emej","-1","-1","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","False","-1","-1","False","False","227","","","","","","","","","","","","97","False","en","","","","","","https://t.co/GOIF06znJE","https://fxn.ws/2CDxC1L","fxn.ws/2CDxC1L","91","114","TheFive","82","90","1055929025921798144","https://t.co/D3Mav6Emej","http://pbs.twimg.com/media/DqdqamOX0AAY64e.jpg","https://pbs.twimg.com/media/DqdqamOX0AAY64e.jpg","https://twitter.com/FoxNews/status/1055929792711811073/video/1","pic.twitter.com/D3Mav6Emej","0","150","150","101","video","16","9","68568","288000","video/mp4","https://video.twimg.com/amplify_video/1055929025921798144/vid/320x180/hp0YX8WQh1y6k7Mv.mp4?tag=8","115","138","-1","1367531","Fox News","FoxNews","U.S.A.","America’s Strongest Primetime Lineup Anywhere! Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos.","","","","","","http://t.co/ZYG58XZtAC","http://www.foxnews.com","foxnews.com","0","22","False","http://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg","https://pbs.twimg.com/profile_images/918480715158716419/4X8oCbge_normal.jpg","False","http://t.co/ZYG58XZtAC","False","18223177","0E2331","000000","183A52","F4F4F4","FFFFFF","True","False","False","398","Mar 17, 2007 3:01:26 PM","0","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/1367531/1492649996","False","en","416340","True","True","False","64808","False","-1"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","640","360","100","","","","","0","application/x-mpegURL","https://video.twimg.com/amplify_video/1055929025921798144/pl/J40lpiP4xDkYGzn3.m3u8?tag=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","640","360","100","","","","","832000","video/mp4","https://video.twimg.com/amplify_video/1055929025921798144/vid/640x360/nWTooB3Ve9PGqRHY.mp4?tag=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","640","360","100","","","","","2176000","video/mp4","https://video.twimg.com/amplify_video/1055929025921798144/vid/1280x720/SNuTWKIpqzadxq4g.mp4?tag=8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
