0,RussiaGate,"REPORT: FBI Obtained FISA Warrant For Trump Aide, Believed He Was 'Agent Of The Russian Government'","[u'FBI//B-ENTITY', u'Trump//B-ENTITY', u'Aide//I-ENTITY', u'The//B-ENTITY', u'Russian//I-ENTITY', u'Government//I-ENTITY']","FBI, FISA, Trump, Russian Government",JanKimbrough,"fbi,trump aide,the russian government","['trump aide', 'fbi', 'russian government']","fbi,trump"
24,,FBI obtained FISA warrant to monitor former Trump adviser Carter Page.,"[u'FBI//B-ENTITY', u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","FBI,FISA,Trump,Carter Page",christineltroch,"fbi,trump,carter page","['adviser', 'carter page', 'fbi']","fbi,fisa,trump,carter page."
25,,This is huge. Bar for a FISA warrant targetting US person is knowingly acting as foreign agent in a way that violates,[],";FISA,US",racheline_m,,['us'],"fisa,us"
26,,Umm. Should we tell him he's delusional?,[],;,JetlifeMegs,,[],
27,hardball,"Sean Spicer mis-spoke, Libs loved it, yet forget the DOJ still worked all day on indictments
 Carter Page","[u'Sean//B-ENTITY', u'Spicer//I-ENTITY', u'Libs//B-ENTITY', u'indictmentsCarter//B-ENTITY', u'Page//I-ENTITY']","sean spicer,DOJ; Carter Page",DCjusticeseeker,"sean spicer,libs,carter page","['doj', 'carter page', 'sean spicer']","sean spicer,doj,carter page"
28,,@mcspocky Looks like Carter Page will be one of the first dominoes to fall. The Syria strike was a distraction away from . Stay focused,"[u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Syria//B-ENTITY']",Carter Page;Syria strike;,JrgLaw,"carter page,syria","['carter page', 'syria']","carter page,syria"
29,,FBI secured FISA warrant against Carter Page over concerns he was 'was acting as an agent' of Russia | Raw Story,"[u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Russia//B-ENTITY']","FBI,FISA,Carter Page,Russia",blazinbabs67,"carter page,russia","['russia', 'fbi', 'carter page']","fbi,fisa,carter page,russia"
30,_flanders,The FBI obtained a FISA warrant last year to monitor Trump adviser Carter Page in...  by  via @c0nvey,"[u'FBI//B-ENTITY', u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","FBI,FISA,Trump,Carter Page",Sparblack1213,"fbi,trump,carter page","['adviser', 'fbi', 'carter page']","fbi,fisa,trump"
31,,@seanhannity what about this spy...,[],,pigs_wing,,['this spy'],
32,,Oh you don't say?,[],,DixiDoodle,,[],
33,,@FoxNews @dkrwilliams @oreillyfactor WaPo: FBI wiretapped Trump sorta-adviser Carter Page in 2016. 'Only  American directly targeted with FISA warrant' by Dems &amp; Obama!,"[u'FBI//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY', u'FISA//B-ENTITY', u'Dems//B-ENTITY', u'&amp;//I-ENTITY', u'Obama//I-ENTITY']","FBI,Trump,Carter Page; American,FISA,Dems,Obama",glennyork,"fbi,carter page,fisa,dems,obama","['carter page', 'fbi']","fbi,trump"
34,,carter page you dumbass. c'mon carter. get a clue carter page,"[u'carter//B-ENTITY', u'page//I-ENTITY', u'carter//B-ENTITY', u'page//I-ENTITY']",Carter Page;carter;carter page,LydiaBurrell,"carter page,carter,carter page","['carter page', 'carter page']",
35,,Well at least this takes the heat off @PressSec,[],,LisaBednarski,,[],
36,,But Carter Page was Manafort's biz partner so he could have been caught in the surveillance,"[u'Carter//B-ENTITY', u'Page//I-ENTITY']","Carter Page,Manafort",omyword,carter page,['carter page'],carter page
37,,Most delicious part of the WaPo Carter Page story.,"[u'Carter//B-ENTITY', u'Page//I-ENTITY']","WaPo,Carter Page",HaroldItz,carter page,[],wapo
38,,FBI obtained FISA warrant to monitor former Trump adviser Carter Page - The Washington Post,"[u'FBI//B-ENTITY', u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY', u'The//B-ENTITY', u'Washington//I-ENTITY', u'Post//I-ENTITY']","FBI,FISA,Trump,Carter Page,Washington Post",RadioChio,"fbi,trump,carter page,the washington post","['adviser', 'the washington post', 'the washington post', 'fbi', 'carter page']","fbi,fisa,trump,washington post"
39,inners,"So what will be the fate of Carter Page? Will he be mysteriously poisoned or accidentally ""fall"" out of a 4th-story window?","[u'Carter//B-ENTITY', u'Page//I-ENTITY']",Carter Page;,MeLoseBrainUhOh,carter page,"['carter page', 'he']",carter
40,TrumpRussia,We now return to or regularly scheduled program.,[],,RyGil01,,[],
41,,"Drips become waterfall, part I.",[],,charnesshartman,,[],
42,,and again a bang up job by jim comey letting the public know who was under investigation last summer,[u'jim//B-ENTITY'],jim comey,marcushjohnson,jim,[],
43,"TrumpRussia, TheResistance","@ funder  
",[],,NoAltFacts1984,,[],
44,sarahsettgo,The FBI obtained a FISA warrant last year to monitor Trump adviser Carter Page...  by  via @c0nvey,"[u'FBI//B-ENTITY', u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","FBI,FISA,Trump,Carter Page;",StonZMGMT,"fbi,trump,carter page","['fbi', 'trump adviser', 'carter page']","fbi,fisa,trump,carter"
45,,"Back on the front page where it belongs. It should only be a few minutes before the next crazy diversion.

 
",[],;,ZazuRules,,[],
46,thingsweheart,FBI obtained a FISA warrant last summer to monitor Trump adviser Carter Page...  by  via @c0nvey,"[u'FBI//B-ENTITY', u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","FBI,FISA,Trump,Carter Page;",DecentFida,"fbi,trump,carter page","['fbi', 'trump adviser', 'carter page']","fbi,fisa,trump,carter"
47,,GOP and DEM Sorosian trolls out in full force 2 keep Carter Page from trending ps does George have healthcare perks?,"[u'DEM//B-ENTITY', u'Sorosian//I-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY', u'George//B-ENTITY']","GOP,DEM,Sorosian,Carter Page,George,healthcare",tiwhitter,"dem sorosian,carter page,george","['carter page', 'healthcare', 'gop']","gop,george"
48,,Ahh... hello?!,[],;;,pammy_facepaint,,[],
49,,The FBI obtained a FISA warrant last year to monitor Trump adviser Carter Page in a probe of campaign’s Russia ties,"[u'FBI//B-ENTITY', u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Russia//B-ENTITY']","FBI,FISA, Trump,Carter Page,Russia",kwanzer,"fbi,trump,carter page,russia","['russia', 'fbi', 'carter page', 'adviser']","fbi,fisa,trump,carter page,russia"
50,,"Carter Page claims the FBI/JD wire tap is just like when the FBI tapped Dr.King... yeah, brah, just like that...except not in every way.","[u'Carter//B-ENTITY', u'Page//I-ENTITY', u'FBI//B-ENTITY', u'King//B-ENTITY']","Carter Page,FBI,JD,FBI,Dr.King;",Aarapparent,"carter page,fbi,king","['carter page', 'fbi', 'fbi', 'king']","carter page,fbi"
51,,FBI obtained FISA warrant to monitor former Trump adviser Carter Page via /r/politics,"[u'FBI//B-ENTITY', u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","FBI,FISA,Trump,Carter Page",SubPolitics,"fbi,trump,carter page","['fbi', 'carter page', 'adviser']","fbi,fisa,trump"
52,,A FISA warrant against US national requires evidence they knowingly participated in clandestine intel ops.,"[u'US//B-ENTITY', u'national//I-ENTITY']","FISA, US",BrianNormoyle,us national,['us'],us
53,,@rideatdawn Nah... hack dossier damn it!,[],;,EricJGilbert,,[],
54,,This Breitbart guy.,[],Breitbart,snottypants,,[],breitbart
55,,"If Nunes saw Carter Page unmasked on a FISA warrant, no wonder he ran to the White House...wonder what else he saw? Rep Schiff do your thing","[u'Nunes//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY', u'White//B-ENTITY', u'House//I-ENTITY']","Nunes,FISA,Carter Page,White House;Rep Schiff",spokanetom,"nunes,carter page,white house","['carter page','white house']","nunes,carter page,schiff"
56,,@united just gave lifetime premier status to @PressSec and Carter Page.,"[u'Carter//B-ENTITY', u'Page//I-ENTITY']",Carter Page,BrianWithAnE,carter page,['carter page'],carter page.
57,,FBI obtained FISA warrant to monitor former Trump adviser Carter Page,"[u'FBI//B-ENTITY', u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","FBI,FISA,Trump,Carter Page",ele_wolfe,"fbi,trump,carter page","['fbi', 'carter page', 'adviser']","fbi,fisa,trump,carter page"
58,,"But the problem is the leaks, right 45?",[],,mdh9876,,[],
59,,@RDebag @jaketapper @MichLKosinski Like I said (and the FBI said) Zero evidence. Just BS conjecture. Is carter page being charged? No.,"[u'carter//B-ENTITY', u'page//I-ENTITY']",FBI;;Carter Page;,Inglorious123,carter page,"['carter page', 'fbi']",fbi
60,"TrumpRussia, LoserPOTUS","The walls inch ever closer. Hang in there, folks. Stay focused on  and  will be gone soon.",[],;;,BillSchultzeJr,,[],
61,"spicer, SyriaStrikes, TrumpRussiaCollusion",Enough of  and  let's get back to the basics,[],,RobertDriemeyer,,[],
62,,"""Carter Page""","[u'Carter//B-ENTITY', u'Page//I-ENTITY']",Carter Page,justsickoflies,carter page,[],
63,,Comrade Comey did as his Puppet Master ordered.,[],"Comrade Comey,Puppet Master",truth_trumpet,,['comey'],comey
64,,@FoxNews @dkrwilliams @oreillyfactor FBI  / Hillary's Andrew McCabe was secretly working with Lynch/Obama/Rice to spy on Donald Trump team VIA any means necessary! Carter Page,"[u'FBI//B-ENTITY', u'Hillary//B-ENTITY', u'Andrew//B-ENTITY', u'McCabe//I-ENTITY', u'Donald//B-ENTITY', u'Trump//I-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","FBI,Hillary,Andrew McCabe,Lynch, Obama, Rice, Donald Trump; Carter Page",glennyork,"fbi,hillary,andrew mccabe,donald trump,carter page","['andrew mccabe', 'carter page', 'fbi']","fbi,andrew mccabe,donald trump"
65,,Here we go again...,[],,WhyAsk65,,[],
66,,FISA court granted FBI authority to monitor Trump adviser Carter Page during campaign:  via @slate,"[u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","FISA,FBI,Trump,Carter Page",slatest,"trump,carter page","['fisa court', 'fbi', 'carter page', 'adviser']","fbi,trump,carter page"
67,,So proof that Trump's team was colluding with the Russians,[u'Trump//B-ENTITY'],"Trump,Russians",Karadur_Zero,trump,[],
68,,Well...,[],,DalanOverstreet,,[],
69,"inners, msnbc, cnn",Who Is Carter Page? A Liar. 8 Things You Need to Know About the Former Trump Adviser.,"[u'Carter//B-ENTITY', u'Page//I-ENTITY']",Carter Page;;Trump,BlackJesuscom,carter page,"['carter page', 'adviser']","carter,trump adviser."
70,,He's busy trying to destroy the lives of minorities across the country.,[],,jmichaelkell,,[],
71,,Sure hope he does and soon.,[],,sdbees1953,,[],
72,,Page again. Poor guy…,[],Page;,DonnaJo1002,,[],
73,,"imagine trying to spin this as good for Trump

this might be the worst thing thats come out so far",[],Trump;,Philatticus,trump,[],trump
74,,FBI obtained a FISA warrant on Carter Page (former Trump advisor) on basis of probable cause he was operating as a foreign Russia agent.,"[u'FBI//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Russia//B-ENTITY']","FBI,FISA,Carter Page,Trump,Russia",dnmilikan,"fbi,carter page,russia","['advisor', 'fbi', 'russia']","fbi,fisa,russia"
75,inners,@politicques They tried to say they'd never even heard the name Carter Page! I saw 45* call him by name as a way to impress.,"[u'Carter//B-ENTITY', u'Page//I-ENTITY']",Carter Page;,NoctilucentClou,carter page,"['carter page', 'him']",carter
76,"swamp, DTS",Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser - Fox News The  is deep.,"[u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Fox//B-ENTITY', u'News//I-ENTITY', u'The//I-ENTITY']","Carter Page,FBI,FISA,Fox News",trmcolorado,"carter page,fox news the","['carter page', 'adviser', 'fbi']","carter,fbi,fisa"
77,,Happy Passover...,[],Passover,Analogbear,,['passover'],
78,,Why did James Comey cover this up while writing the letter about Hillary's emails? Investigate the FBI Director for election tampering too.,"[u'James//B-ENTITY', u'Hillary//B-ENTITY']","Comey,James Comey,Hillary; FBI",drhug,"james,hillary","['director for election tampering too', 'fbi', 'james comey']","james comey,fbi"
79,,"@JoeNBC Spicy has been an idiot from day1. Carter Page on the other hand is going to snitch.Hey Joe, I'm looking forward to your spin in the morning","[u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Joe//B-ENTITY']",Spicy;Carter Page;Joe,mikeinbama,"carter page,joe",['carter page'],
80,,Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump┬áadviser,"[u'Carter//B-ENTITY', u'Page//I-ENTITY']","Carter Page,FBI,FISA,",Siddharthjrs,carter page,"['carter page', 'fbi']","carter,fbi,fisa"
81,,"It's like Office Space: Each day is worse than the last, so you're always seeing the Trump administration at its lowest point!","[u'Office//B-ENTITY', u'Space//I-ENTITY']",Trump,adammc123,office space,['trump administration'],trump
82,FBI,Carter Page lived in Russia for awhile.  Very close to them. Trump said early on he was going to use Page as foreign policy expert.,"[u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Russia//B-ENTITY', u'Trump//B-ENTITY']","Carter Page,Russia;;Trump,Page",shortreddog,"carter page,russia,trump","['carter page', 'russia']","carter page,russia,trump"
83,Day82,"Just when the Trump admin gets its very shaky footing. 
Carter Page was being played by Russians. 
Nunes lied about Susan Rice
","[u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Russians//B-ENTITY', u'Susan//B-ENTITY', u'Rice//I-ENTITY']","Trump; Carter Page,Russians; Nunes,Susan Rice",Gratkin,"trump,carter page,russians,susan rice","['carter page', 'susan rice']","trump,nunes,susan rice"
84,,"exactly
otoh what info could have been gleaned from this campaign nobody",[],;,alcamus,,[],
85,"Inners, p2, TrumpRussia, tcot",Whoa. @washingtonpost : FBI Granted FISA Warrant to Monitor Fmr. Trump Advisor Carter Page.,"[u'Monitor//B-ENTITY', u'Fmr//I-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']",";;FBI, FISA,Trump,Carter Page",craftyme25,"monitor fmr,carter page","['carter page', 'trump advisor', 'fbi']","fbi,trump,carter page."
86,,My pick≡ƒñæ,[],,pammykaye,,[],
87,,Carter Page about to be thrown under a bus so hard he'll wish he was flying United.,"[u'Carter//B-ENTITY', u'Page//I-ENTITY']","Carter Page,United",JeffreySconce,carter page,['carter page'],carter page
88,,"I would NEVER contradict, but, Sam Clovis?? @yottapoint","[u'Sam//B-ENTITY', u'Clovis//I-ENTITY']",Sam Clovis;,ChristinLuvsSno,sam clovis,['sam clovis'],
89,,Oh boy.,[],,wandsci,,[],
90,,"Carter Page

FBI convinced FISA judge to provide warrant. Based on what? We don't know.

","[u'Carter//B-ENTITY', u'PageFBI//I-ENTITY']","Carter Page; FBI,FISA;;",unscriptedmike,carter page,"['fbi', 'fisa judge']",fbi
91,TeamTrumpRussia,is gonna get busted. Oh dear....whatever will we do when the trash is taken out of the Whitehouse to the dump? Call HRC!!!,[],;;Whitehouse;HRC,Mrsresistor,,[],whitehouse
92,,We now return to our regularly scheduled programming.,[],,RyGil01,,[],
93,"TrumpRussiaCoverUp, 25TrumpNow","What kinda crazy sh*t will Sean Spicer say to divert attention from this bombshell?  
","[u'Sean//B-ENTITY', u'Spicer//I-ENTITY']",sean spicer,25trumpnow,sean spicer,['sean spicer'],sean spicer
94,,When are we gonna get the big news of russian collusion after a year of duplicitous wiretaps of Trump's entire team?,[u'Trump//B-ENTITY'],"Trump,russian",Dont_be_a_dweeb,trump,[],
95,,@selectedwisdom @washingtonpost it seems Trump's wiretapping accusation is an aggrandized truth-stretched variant of what happened to Page,[u'Trump//B-ENTITY'],"Trump,Page",JennyGermaine,trump,[],
96,,****FBI reportedly probed ex-Trump aide Carter Page during campaign****  via @nypost,"[u'Carter//B-ENTITY', u'Page//I-ENTITY']","FBI,Carter Page",jerZboyUSA,carter page,"['carter page', 'fbi', 'aide']",carter
97,,FBI got FISA warrant 2 monitor Trump adviser Carter Page. Why those connected 2 @POTUS also connected 2 Russia?,"[u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Russia//B-ENTITY']","FBI,FISA,Trump,Carter Page;Russia",TVDExcel6,"trump,carter page,russia","['carter page', 'monitor trump adviser', 'fbi', 'russia']","fbi,fisa,trump,carter"
98,,wow they had a warrant this is just like watergate,[],watergate,UrbanAchievr,,[],
99,,These Trump people have no shame.,[],Trump,rachelbailin,,[],trump
100,"Davenport, Iowa",FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post,"[u'FBI//B-ENTITY', u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Washington//B-ENTITY', u'Post//I-ENTITY']","FBI,FISA,Trump,Carter Page,Washington Post",DavenportIowaa,"fbi,trump,carter page,washington post","['washington post', 'washington post', 'fbi', 'carter page', 'adviser']","fbi,fisa,trump,carter page - washington post"
101,,Washington Post FBI obtained FISA warrant to monitor former Trump adviser Carter Page Washington Post The FBIΓÇª,"[u'Washington//B-ENTITY', u'Post//I-ENTITY', u'Trump//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Washington//I-ENTITY', u'Post//I-ENTITY', u'The//I-ENTITY', u'FBI\u0393\xc7\xaa//I-ENTITY']","Washington Post,FBI,FISA,Trump,Carter Page,Washington Post",NewsToppers,"washington post,trump,carter page washington post the fbiγçª","['washington post', 'fbi', 'fbi', 'carter page', 'adviser']","washington post fbi,fisa,trump,carter page washington post"
102,,"@ZZMAMA1 So, Carter Page and Spicer are having bad days...slmfao.","[u'Carter//B-ENTITY', u'Page//I-ENTITY', u'Spicer//B-ENTITY']","Carter Page,Spicer;",yynn6001,"carter page,spicer",['carter page'],spicer
103,,I mean...,[],,televisionwhore,,[],
104,,@billbong9059 @realDonaldTrump FBI and the Justice Department obtained the warrant targeting Carter Page communications. How'd they get that?Probable cause.,"[u'Justice//B-ENTITY', u'Department//I-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","FBI,Justice Department,Carter Page;;",christy_harlan,"justice department,carter page","['justice department', 'fbi']","fbi,justice department"
105,,Im going to lose my mind cnn shows the spicer interview with wolf one more time. Where the hell is carter page story?,"[u'carter//B-ENTITY', u'page//I-ENTITY', u'story//I-ENTITY']","cnn,spicer;Carter Page",anuj_pant6,carter page story,['carter page'],
106,,I think we discovered today that @seanspicer is a closet Nazi.,[u'Nazi//B-ENTITY'],Nazi,kimijtoo,nazi,[],
107,,"Small starter list of today's new swept under the magic carpet:

1. AG Sessions
2. Carter Page
3. Devin Nunes

Ketchup!","[u'AG//B-ENTITY', u'Sessions2//I-ENTITY', u'Carter//B-ENTITY', u'Page3//I-ENTITY', u'Devin//B-ENTITY', u'NunesKetchup//I-ENTITY']",;;;AG Sessions;;Carter Page;;Devin Nunes;;Ketchup,Hartpolitics,"ag sessions 2,carter page 3,devin nunes ketchup","['carter page', 'devin nunes']","ag sessions,carter,devin nunes ketchup!"
108,,A FISA warrant was granted for Carter Page huh??? 45* not looking good at all.,"[u'Carter//B-ENTITY', u'Page//I-ENTITY']","FISA,Carter Page;",MarvB_,carter page,['carter page'],
109,TrumpRussia,New details have emerged in  probes,[],,Amour_Beignets,,[],
110,,Everything you said is true,[],,mary_sturino,,[],
111,"Trumprussia, RussiaGate","Lock them all up! FLYNN, PAGE, TRUMP is responsible and should be impeached    GRRRR","[u'FLYNN//B-ENTITY', u'PAGE//B-ENTITY', u'TRUMP//B-ENTITY']",;FLYNN;PAGE;TRUMP,BillCar62820023,"flynn,page,trump",[],
112,,nothing to see here move along pay no attention to the man behind the curtain,[],,LauraJSilverman,,[],
113,,"Weakness spreads like fear whenever any such piece fails
That fear begets true confessions.
Hallelujah Gen. Flynn - Mr. Asshole Yellow Belly","[u'Flynn//B-ENTITY', u'Asshole//B-ENTITY', u'Yellow//I-ENTITY', u'Belly//I-ENTITY']",";;Hallelujah,Flynn, Gen. Flynn",JerryLingle,"flynn,asshole yellow belly","['mr. asshole yellow', 'gen. flynn', 'gen.']","flynn,asshole yellow belly"
114,,Spicer owes Carter Page...,"[u'Spicer//B-ENTITY', u'Carter//B-ENTITY', u'Page//I-ENTITY']","Spicer,Carter Page",RockShrimp,"spicer,carter page",['carter page'],"spicer,carter page..."
115,,It's just so fitting that Carter Page sounds like the name of a very lame James Bond ripoff character.,"[u'Carter//B-ENTITY', u'Page//I-ENTITY', u'James//B-ENTITY', u'Bond//I-ENTITY']","Carter Page,James Bond",nmehranfar91,"carter page,james bond",['carter page'],"carter page,james bond"
116,,Maybe Obama is seeking asylum in Germany,"[u'Obama//B-ENTITY', u'Germany//B-ENTITY']","Obama,Germany",cwa92464,"obama,germany",['germany'],"obama,germany"
117,,"Wait, didn't @maddow crack this can of Carter Page open like, 3 weeks ago? Or someone else..?","[u'Carter//B-ENTITY', u'Page//I-ENTITY']",Carter Page;,realdasein,carter page,['carter page'],
118,"TrumpRussia, RussiaGate",Let's stay focused on,[],,BCaliNYC,,[],
119,,"Comey was doing all this during the time he dropped that Hillary letter on us, btw.",[u'Hillary//B-ENTITY'],"Comey,Hillary",GottaLaff,hillary,[],"comey,hillary"
120,,Why did the FBI suppress the Carter Page story? This is less important than a stupid email server???,"[u'Carter//B-ENTITY', u'Page//I-ENTITY']","FBI,Carter Page;",RoguePOTUStaff,carter page,"['stupid email server', 'fbi']",fbi
121,,Dude acts like he's on meth. Sucky liar *and* a tweaker.,[],;,palesnightngale,,[],
122,,Carter Page,"[u'Carter//B-ENTITY', u'Page//I-ENTITY']",Carter Page,mrKeithBrennan,carter page,['carter page'],carter page
123,,"Many ""holy sh*t""s:
- probable cause that Russian agent was on Trump campaign
- Comey sat on this, made hay over HRC
- Page sez he's like MLK","[u'Russian//B-ENTITY', u'Trump//B-ENTITY', u'campaign-//I-ENTITY', u'Comey//I-ENTITY', u'HRC-//B-ENTITY', u'Page//I-ENTITY']",";Russian,Trump;Comey,HRC;Page,MLK",hslatkin,"russian,trump",[],"trump,comey,hrc"
